fid,aspect,elv,flowAcc,lithology,planCurv,profCurv,riverProx,roadProx,slope,soil,SPI,TPI,TRI,TWI,xcoord,ycoord
5001,134.414672851562,1335.81774902344,1.2875771522522,278,0.004018570762128,0.004018570762128,420,133.003753662109,38.77490234375,12,2.16973400115967,76.785041809082,15.5934829711914,0.017577059566975,3494355.8201,432053.9727
5002,162.254013061523,1669.08020019531,15.9922618865967,316,-0.005064189899713,-0.005064189899713,15034.1611328125,0,25.3683700561523,5,3.47860884666443,-4.64356470108032,9.29150485992432,4.19659042358399,3520827.6929,432054.671799998
5004,350.091278076172,387.337890625,93.0600662231445,110,-0.003853977192193,-0.003853977192193,13958.771484375,9.05538558959961,14.7037143707275,5,219.185470581055,-3.52962589263916,5.13461112976074,3.73667168617248,3465237.9508,432082.073199999
5005,129.733795166016,1735.64672851562,4.51112508773804,316,0.001677497290075,0.001677497290075,14985.8935546875,0,31.7001686096191,5,4.81876802444458,0.085195183753967,11.9918851852417,1.55039358139038,3521797.0706,432083.462699999
5006,187.199020385742,1541.609375,4.61809635162354,316,0.009296583943069,0.009296583943069,14820.66796875,0,22.1963367462158,5,-20.8363914489746,7.0050311088562,8.18586444854736,8.5517692565918,3519906.9117,432084.361999999
5007,23.8540954589844,1227.65551757812,6.1246223449707,316,0.000346956134308,0.000346956134308,14445.0859375,13.152946472168,21.9783229827881,5,5.63759994506836,3.57029938697815,8.10146427154541,1.8443067073822,3517179.3619,432117.389600004
5008,40.8152694702148,1489.40393066406,21.6002635955811,316,-0.011670642532408,-0.011670642532408,14400,40.6078796386719,16.8395595550537,5,-84.1767349243164,-2.15166401863098,5.9732232093811,9.97153472900391,3516138.6013,432150.560800001
5009,91.6460113525391,1561.62646484375,1.1051641702652,316,0.000273041165201,0.000273041165201,14792.951171875,0,85.3004608154297,5,1.30796921253204,550.283569335938,332.115692138672,0.269534140825272,3520109.8701,432152.692400001
5010,177.021820068359,1458.17468261719,8.54729557037354,316,-0.004035566467792,-0.004035566467792,14696.509765625,1,26.4969272613525,5,1.65392243862152,-5.50221395492554,9.80935001373291,4.00090646743774,3519500.5683,432159.0294
5011,87.3650512695312,1130.47839355469,7.02808904647827,316,-0.004645998124033,-0.004645998124033,14426.2578125,6.70820379257202,36.8315658569336,5,-2.130455493927,-5.45600175857544,14.4522066116333,9.20760440826416,3517362.7474,432161.309500006
5012,247.172210693359,1738.78356933594,8.03376960754395,53,-0.004419599659741,-0.004419599659741,16472.513671875,3.16227769851685,34.7024230957031,1,-7.65363264083862,-7.65103721618652,13.5651025772095,8.94714832305908,3530596.0375,432607.932500001
5013,40.5525932312012,148.570220947266,4.91346883773804,110,-0.001523664104752,-0.001523664104752,15235.421875,1,19.0573921203613,5,7.08735227584839,0.966138243675232,6.86813354492188,1.34431064128876,3463222.0755,432646.921599999
5014,200.630493164062,1609.2734375,6.78146696090698,53,-0.006208055187017,-0.006208055187017,15670.111328125,13.4536237716675,35.6618118286133,1,4.9660382270813,-5.48621273040772,13.8660831451416,2.1190984249115,3528879.9038,432672.9767
5015,182.180160522461,1234.38720703125,14.6756296157837,316,-0.003159755840898,-0.003159755840898,14056.9443359375,3,29.3077526092529,5,-0.497927397489548,-8.46551704406738,10.9175481796265,9.54242610931396,3518680.4145,432677.2574
5016,119.166603088379,1168.19946289062,172.265686035156,316,0.002709759399295,0.002709759399295,13894.6650390625,23.0867919921875,20.1496887207031,2,-338.385375976562,-11.2725133895874,7.33307409286499,12.2714509963989,3516891.9645,432677.731199997
5017,195.648208618164,1211.45434570312,6.48127126693726,316,0.001291703432798,0.001291703432798,13988.26953125,4.12310552597046,40.6508483886719,5,-1.76556956768036,1.11600637435913,16.4326496124268,8.80035209655762,3518412.2978,432699.374499999
5018,298.175750732422,1407.11669921875,24.4114303588867,316,0.003273851936683,0.003273851936683,13634.5625,0,37.7650947570801,5,-24.9165515899658,-5.84169483184815,16.7121200561523,10.1802959442139,3514397.5921,432700.649500001
5019,62.7942123413086,1576.3642578125,1.15302932262421,490,0.002350782044232,0.002350782044232,9301.064453125,0,17.1098327636719,8,-0.352387011051178,277.170104980469,6.05875635147095,7.15917491912842,3550088.7009,432704.700300002
5020,142.458801269531,1246.62805175781,6.62756013870239,316,-0.00137555366382,-0.00137555366382,13861.5908203125,28.1602554321289,31.70188331604,5,8.86138916015625,-2.7073380947113,11.8644695281982,2.27640533447266,3516744.1292,432707.540100001
5021,55.4962348937988,1070.60986328125,3.23507380485535,316,-0.002931812079623,-0.002931812079623,13837.64453125,6.40312433242798,32.8051109313965,2,-3.42661094665527,3.19070029258728,12.3510046005249,8.12548542022705,3517517.6337,432745.875500001
5022,257.977142333984,1045.2607421875,7.02606391906738,316,0.005242169369012,0.005242169369012,13881.2822265625,4,41.4523544311523,2,6.5623631477356,8.18287467956543,18.193639755249,2.2375648021698,3518002.2751,432756.1731
5023,214.362045288086,1293.56164550781,3.1196403503418,316,0.006226203404367,0.006226203404367,13911.625,8.06225776672363,34.9524307250977,5,3.00800085067749,7.89684391021729,13.9900951385498,1.50701606273651,3518485.9738,432790.635200001
5024,270,0,2.20012974739075,316,0,0,13972.4658203125,12.0415945053101,69.7079086303711,5,43.9054718017578,-333.815551757812,73.1754913330078,-0.709051907062531,3519080.1868,432815.526799998
5025,268.454376220703,1140.998046875,16.0478820800781,237,-0.004197068046778,-0.004197068046778,12820.1484375,15,36.4883918762207,2,69.5752716064453,-8.75508403778076,14.2980470657349,1.78311824798584,3513569.6866,432820.928200002
5026,133.023086547852,1117.36828613281,4.45980596542358,316,0.009241199120879,0.009241199120879,13757.314453125,15.2970581054688,24.2341003417969,2,-68.1014556884766,-5.82119989395142,8.89621448516846,12.0603160858154,3517206.5856,432825.642299999
5027,140.590850830078,1365.8388671875,6.65378379821777,316,-0.007506699766964,-0.007506699766964,13710,37.3363075256348,30.9255828857422,5,15.7810201644897,-3.69523000717163,11.5493078231812,0.981394350528717,3516504.5666,432834.146600001
5028,138.10270690918,1226.68786621094,5.30916452407837,316,-0.00842581409961,-0.00842581409961,13715.5458984375,24.0831890106201,36.5072059631348,2,-6.19736814498901,-4.25020456314087,14.3434982299805,8.52770519256592,3516912.7941,432840.089199998
5029,266.286865234375,1105.75476074219,7.90278625488281,316,-0.00410004099831,-0.00410004099831,13805.3798828125,0,25.2907752990723,2,3.65888547897339,3.56984066963196,9.26607322692871,2.67511415481567,3518134.5333,432856.744200002
