fid,aspect,elv,flowAcc,planCurv,profCurv,riverProx,roadProx,slope,SPI,TPI,TRI,TWI,xcoord,ycoord,lithology_0,lithology_6,lithology_10,lithology_17,lithology_53,lithology_57,lithology_79,lithology_82,lithology_110,lithology_151,lithology_165,lithology_197,lithology_232,lithology_237,lithology_243,lithology_278,lithology_307,lithology_315,lithology_316,lithology_360,lithology_375,lithology_404,lithology_424,lithology_427,lithology_429,lithology_434,lithology_443,lithology_481,lithology_488,lithology_490,lithology_547,lithology_573,lithology_591,lithology_679,lithology_686,lithology_785,lithology_792,lithology_803,lithology_808,lithology_816,lithology_835,soil_0,soil_1,soil_2,soil_3,soil_4,soil_5,soil_6,soil_7,soil_8,soil_9,soil_10,soil_11,soil_12,soil_13,soil_15,soil_16,soil_17
4113,0.25350559793546945,0.23811128659605563,0.0014958390477304135,0.4887092819599197,0.4887092819599197,0.5732482263903107,0.003954577630580678,0.5184354144829904,0.2590626397317765,0.5657572539707278,0.012907981059873763,0.34205187401676845,3516562.9387,415904.796399999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4114,0.43369909676806734,0.607101444048944,0.0006153804525081726,0.49538885614691586,0.49538885614691586,0.7594351605662069,0.3677969902222314,0.2898877952648506,0.2590323094160138,0.5648120840526506,0.005999106011271403,0.3446794955199004,3526666.7411,415913.2857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4115,0.07672068374843795,0.7509343002398963,0.002971777224444429,0.48718261144231606,0.48718261144231606,0.2724899582923656,0.03954577630580678,0.3097421512966875,0.2590541160546217,0.5777045558693433,0.006503329597617836,0.39934632405262815,3546801.1568,415914.251100001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4116,0.5494698789869294,0.1841528147848844,0.002004967885024689,0.48558350205375317,0.48558350205375317,0.4211459439782978,0.19019010586834398,0.3406884526394354,0.2590104254023892,0.5636903846826679,0.007208951075450897,0.7252427311100071,3505244.4987,415940.522999997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4117,0.31406779071876956,0.6292631981844283,0.0003821705999246896,0.5001676146804335,0.5001676146804335,0.7602802433314491,0.400663322227777,0.43386288669420797,0.2589980150652088,0.5683015795493385,0.010295086278813724,0.6839103568054328,3526333.649,415948.288899999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4118,0.7517265175805508,0.22830543696434186,0.0015808485257941588,0.4896362358492387,0.4896362358492387,0.5481104448204434,0.039743011890947054,0.4371320040248531,0.2591405167235382,0.5626426298074798,0.009883508799136017,0.3207368377761925,3515072.7999,415953.635099999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4119,0.45017197352870814,0.6378636042130593,0.0013607776664297543,0.4947898339364672,0.4947898339364672,0.7307635935012745,0.3102264655835705,0.3157796326498295,0.2590335126370017,0.5637995374362168,0.007563014118745902,0.3753136154937163,3527887.6783,415966.000999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4120,0.27827163000554456,0.6377658262240058,0.00011219655618012242,0.5018099394394431,0.5018099394394431,0.7592579199725737,0.4062450538362853,0.2824004758618993,0.25901766086512906,0.5716477432422667,0.006990475085208438,0.3694172397771467,3526315.3929,415975.657299995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4121,0.7250306474886001,0.2944729004164375,0.0015583657937363652,0.4973018851613372,0.4973018851613372,0.6142682770634975,0.2983806844564326,0.3199801820204918,0.2588543152643344,0.5665025065842797,0.006759871001672202,0.7133927711778487,3518924.2054,415978.117500001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4122,0.4349531004406795,0.625787202967598,0.0025234704591492988,0.46761792827097537,0.46761792827097537,0.7601021360356465,0.40406417089066027,0.2712101644638131,0.2590493093978794,0.5617303732806959,0.006500682147415773,0.3763579442567761,3526376.3483,415985.837299998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4123,0.49765065593255675,0.6267723182562899,0.0012028941690135763,0.49648698912844813,0.49648698912844813,0.7607247170939669,0.40152111486552616,0.29925099841964786,0.25891431986665686,0.5646954205374767,0.006460571170858288,0.7136351554649314,3526400.0813,415999.666100003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4124,0.44275583234848614,0.6307486777842344,0.0008678257545566685,0.481244461283376,0.481244461283376,0.7597030196866583,0.40709107977118536,0.26928211622788584,0.25900723495825234,0.5645645518083685,0.005760954527620169,0.693303151212352,3526370.0939,416018.0873,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4125,0.5271804649601268,0.6071576684416427,0.002550069271565625,0.49492714002607135,0.49492714002607135,0.7541193872608263,0.3615141441500746,0.42699424836810884,0.25902210270198567,0.5670641043898039,0.009886680001303435,0.4834884749474705,3526940.1923,416033.567699999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4126,0.02840361714546825,0.756692546825656,0.0021870351023115775,0.4895047484815161,0.4895047484815161,0.27902780573159774,0.016777851197310255,0.31025723267858646,0.2590662544910861,0.5630932148666394,0.006638602887838123,0.36061763355597737,3546564.0897,416039.134699999,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4127,0.45690865607159414,0.2688731394110865,0.0020252988967344745,0.48799298406739844,0.48799298406739844,0.5889351504546816,0.12753129686504233,0.31612603742694595,0.2590237123356652,0.5625130420142366,0.0068672438171548415,0.43380372892025226,3517558.954,416041.905000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4128,0.49466364911126537,0.6053905341399258,0.0019746566940353574,0.4899415839610162,0.4899415839610162,0.7520264459721943,0.35569222094826675,0.41041765369943567,0.25902505456634783,0.566279180066793,0.009067686367294605,0.43053479034911385,3527017.5101,416044.839499998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4129,0.10973936282048445,0.6575213648594259,0.0019244893747967866,0.48469181519835863,0.48469181519835863,0.26128742347742095,0.05878902328944283,0.3097737888846904,0.25906110021462514,0.5620402591003846,0.006825873516233326,0.36021163180946475,3547366.308,416051.834700001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4130,0.7943791742896794,0.33551598993862053,0.0018750969189349595,0.4896570654867375,0.4896570654867375,0.6172685110730832,0.26258513737504846,0.33541308324516267,0.25898376473347606,0.5647346678568537,0.007056052127601989,0.7192300890572133,3519198.1703,416055.0273,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4131,0.5597586605648637,0.6069088796019378,0.010137144024917466,0.4882358202859464,0.4882358202859464,0.7560058126825492,0.36894321793496465,0.3940625864944196,0.25908025102002347,0.5608060138122712,0.008594353769529448,0.4865610264778675,3526874.892,416057.804,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4132,0.942059036473478,0.7507516939032597,0.0030482840514260054,0.49751662113768863,0.49751662113768863,0.3077290332707703,0.0318828242162606,0.21754820363024518,0.25907597895742446,0.5646296294337023,0.005112686942152428,0.39085596635213826,3545399.9207,416066.651400001,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4133,0.9201618933450428,0.11754097578007235,0.011835802163298137,0.47281986643236,0.47281986643236,0.6819767357877697,0.13710470138914035,0.9949052973201321,0.2590330701948162,0.23872527500877877,0.5768913138136839,0.5504827152902726,3529908.7334,416066.765999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4134,0.3499083330648671,0.23601905892168812,0.005768980882440589,0.4797463212472777,0.4797463212472777,0.5705850913744838,0.01977288815290339,0.24652673279606122,0.25963618936976457,0.5614981837080949,0.005651584373640583,0.31056244809466543,3516599.7566,416069.239799998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4135,0.4305626675438415,0.6128799756743444,0.0008090881616446526,0.5012944196248605,0.5012944196248605,0.751677261298185,0.35731530183674565,0.4672450678210588,0.2590363238998071,0.5682192422399149,0.011707773520202195,0.3714636333003654,3527064.8396,416074.5316,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4136,0.2424993556821203,0.8388890027218818,0.0035216363433002245,0.49070447828010444,0.49070447828010444,0.3838671335944354,0.007909155261161356,0.17984643000499348,0.25913501432906255,0.5648287405418213,0.0035377425017452816,0.35904521215907237,3542211.0382,416105.822099997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4137,0.5135689954236461,0.6174778770128301,0.0013268976042086723,0.4982350228664618,0.4982350228664618,0.6990338678317712,0.20414968464934635,0.32902793161138333,0.25901636096910174,0.5649672803133589,0.007117458077712642,0.5011658665772901,3529209.3902,416109.9287,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4138,0.5386337663262502,0.2731530368958234,0.0021051660072179384,0.49036089905371144,0.49036089905371144,0.5965483104604211,0.19965721784336565,0.2532173212116444,0.25906830770975003,0.5672078943846257,0.006709887483699419,0.3858367876205279,3518107.062,416114.171600001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4139,0.5424307485447739,0.6908817312523206,0.0018367564350023928,0.4915991617326805,0.4915991617326805,0.6237042080316327,0.131039207438342,0.3703446482156669,0.25900903479744875,0.5659435754569963,0.007936873521287888,0.7153988134093126,3532285.8318,416142.755199995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4141,0.529812333939783,0.6983145795751353,0.004937030310767948,0.4851303559482468,0.4851303559482468,0.34411412926766555,0.030886239169881403,0.2527814088719953,0.2586182230345015,0.5618304778561708,0.00531617434759838,0.7580113445432956,3543882.1977,416168.4124,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4142,0.13899702172538128,0.8400954503319763,0.0016885719492494033,0.4946016880683297,0.4946016880683297,0.3849407609067246,0.007909155261161356,0.22310813972284738,0.2590233060676883,0.5665991556354947,0.004528456275292223,0.4311150101228508,3542175.5704,416168.4124,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4143,0.45202180168234624,0.6949204621546712,0.0053743908597653055,0.48503482843362405,0.48503482843362405,0.3398338483791225,0.04955071711416242,0.49519750957339437,0.25807874714089035,0.561401873762082,0.012489692474011738,0.7603858256397407,3544044.9323,416183.016800002,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4144,0.3414302118958043,0.5476854155072777,0.008827284263067418,0.4715267792904142,0.4715267792904142,0.43174084834734344,0.1119222299989735,0.9919590335316034,0.261203170143837,0.5125393323225814,0.4168572087020186,0.28859500523829357,3540212.3845,416184.477199999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4145,0.7337285149659787,0.30388726927304155,0.001626239681748438,0.4904340480543343,0.4904340480543343,0.6120491824591037,0.26586997841624593,0.5023307024828355,0.25902037815510714,0.5636708833950458,0.012132952679705352,0.45015145215565056,3519030.6227,416203.3912,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4146,0.3886469494091776,0.2770908548484523,0.002238206083168049,0.4882015382262695,0.4882015382262695,0.5896354939576414,0.1640553989645418,0.3715761332852258,0.2589997002683275,0.5624090489176886,0.008032331284777294,0.7297830464750552,3517797.8854,416210.199299997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4147,0.5315864971319376,0.2809717927303336,0.002751413503331335,0.49005412046617225,0.49005412046617225,0.5928715672575329,0.1870394052396339,0.31509671118242305,0.2590058726204266,0.5636453919791227,0.006516001587183298,0.732294551432595,3517996.3539,416223.885400001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4148,0.6969224495609313,0.7019038431749243,0.001331444715031528,0.4982280623018426,0.4982280623018426,0.5692721338881511,0.0,0.17323681236548483,0.2589055588304783,0.5625729664571784,0.004052550700215157,0.7703224752639202,3534553.579,416226.6817,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4149,0.1745379350629309,0.6603229542230158,0.0003720846650136692,0.4941357211111694,0.4941357211111694,0.725180827777612,0.3282537784542254,0.23952174182797142,0.25913652207163157,0.5725045617802584,0.006145331699814476,0.22815900492193558,3528136.4315,416258.297799998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4150,0.43603292633920576,0.2654079833720047,0.002721633124261499,0.49001415077471516,0.49001415077471516,0.5984419584002219,0.2397987513657669,0.36654783736634705,0.2590609237521596,0.562896727109695,0.007878860971148057,0.39963203816056936,3518363.3989,416293.648500002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4151,0.5937367215410726,0.2919774922117743,0.002052616898288854,0.4870235803658281,0.4870235803658281,0.5897356462083224,0.1788326278239555,0.32375093207698286,0.25901319337049866,0.5643873201792471,0.007190422586637355,0.7189662731874167,3517885.8828,416298.376999997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4152,0.7738501893107653,0.2910183376758345,0.00047536463596032025,0.48943495079632177,0.48943495079632177,0.609473054711056,0.2670731086971197,0.2231429946926809,0.2590341012186936,0.5800186272944295,0.004676790706450736,0.33000575893128936,3518993.6212,416309.758900002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4153,0.3914165413355339,0.27791491921636624,0.008287785128571529,0.4866482562183775,0.4866482562183775,0.5957096798113286,0.22060730427432393,0.21745211115956514,0.2590004673549022,0.5618256835940229,0.004415517832136634,0.7787521389526109,3518212.1406,416313.1806,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4154,0.36729493311810874,0.684227951391307,0.00393207827078414,0.48780484619256004,0.48780484619256004,0.3328136330325235,0.05620510814293841,0.38989311703224244,0.2593778872768321,0.5645052569771416,0.008495100330375618,0.3162193507194858,3544387.0923,416316.542599999,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4155,0.32618660463128724,0.816989847645011,0.0025353745774167654,0.469703640516617,0.469703640516617,0.3836861132163414,0.030886239169881403,0.23182042363484687,0.2589496053776507,0.5621657012660265,0.00583014594692092,0.7216918635249716,3542269.4557,416341.578699996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4156,0.5636546642679949,0.5543821832603755,0.008553679191235607,0.49221012972839445,0.49221012972839445,0.2327111455009972,0.01581831052232271,0.3705538209330938,0.258876352687143,0.561290976502399,0.008182075512164022,0.7824160178082162,3548649.0105,416341.818699998,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4157,0.6723570250147938,0.658009107368101,0.019161801853385337,0.4907877403368334,0.4907877403368334,0.17014492704775241,0.003954577630580678,0.38009348675670407,0.257838083894665,0.5635628431788451,0.008277193264179427,0.832829506781849,3551303.3158,416362.985399997,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4158,0.8417024573944785,0.2758236340791946,0.0029909128924542703,0.48258490632288586,0.48258490632288586,0.5854853387698029,0.1594141135385447,0.3290104076050116,0.2590233050606528,0.5603763930285204,0.007469332106383567,0.4681414568341882,3517721.7574,416377.495300001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4159,0.18807994967538205,0.8644247121778248,0.0008502872253802866,0.49250068883851283,0.49250068883851283,0.39480652800073956,0.0,0.35846322175111217,0.2590203626489976,0.568783973052015,0.008080753924224223,0.41390228055545647,3541816.7196,416399.996300001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4160,0.7008159099040119,0.22561410396267212,0.004141576109204112,0.4915569691048195,0.4915569691048195,0.5269657045951586,0.13931118445622162,0.16888060606184846,0.2583769249053278,0.5622599792410896,0.003433330288863565,0.7527382534071261,3514353.7046,416415.160500005,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4161,0.6784675747027219,0.656687424340901,0.0015708444498094207,0.4841436275707979,0.4841436275707979,0.7554242555269116,0.44412916050247075,0.253057696174412,0.2591052866934893,0.5737106934162371,0.005389732808343871,0.30332663086509243,3526414.2288,416435.468899999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4162,0.6006792043013298,0.7374583132190432,0.0005695435213140209,0.5059872477979934,0.5059872477979934,0.3432897510542469,0.012505472648238885,0.27501310978782495,0.25926473799235045,0.5680721100167107,0.006684376856215894,0.2198810215315508,3543992.7738,416479.277299996,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4163,0.9227366215022421,0.29367623109700675,0.0038782456037221315,0.48262384248080453,0.48262384248080453,0.5873047392237623,0.19637972344869123,0.36756684653979893,0.2590207464690332,0.5631297336957983,0.007945060655738129,0.5101119277081834,3517960.2408,416505.4898,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4164,0.11366127700412514,0.41621950789723233,0.0010775628142487912,0.4861241452062151,0.4861241452062151,0.39839792511500655,0.003954577630580678,0.99953695440691,0.2591179229516347,0.5260937030667123,0.6735774209448141,0.2890013800210914,3541695.7118,416521.004099997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4165,0.18614104033599463,0.1914360660628417,0.0022275992509279787,0.5189182199330209,0.5189182199330209,0.6703704381372066,0.1779559933761305,0.9772573145018019,0.2590043785310217,0.33923322511945364,0.28374701165661237,0.7351088639136437,3530450.2863,416523.184600001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4166,0.4626519869576496,0.2616962923865123,0.002319364886833015,0.4933466887954639,0.4933466887954639,0.574377828217704,0.12303757796119486,0.3650475936678542,0.2593322440934522,0.5648390246855908,0.007859765389588921,0.29012489329721947,3517264.7165,416534.554299996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4168,0.5205849389000137,0.23020382981548393,0.00852907677058355,0.49555873253125265,0.49555873253125265,0.515043349553504,0.19950050949823298,0.11954746088793074,0.2590281537025719,0.5625604810637086,0.0022948961802852315,0.56621587060781,3513771.4681,416562.2509,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4169,0.4080736845317921,0.6515501458473877,0.00010770963200570926,0.4788737199914935,0.4788737199914935,0.7428052645415771,0.3940514006992552,0.3824858889876657,0.25903497637435535,0.6688010925598413,0.008584047820310619,0.29264133414413845,3525916.6316,416565.695099998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4170,0.495918754906564,0.8160503429605995,4.6455957546630245e-05,0.4915077302841254,0.4915077302841254,0.6744771619163363,0.19478050784727427,0.9626853203074178,0.2590221283306673,0.7189719021817453,0.22656964690008632,0.33342008659419464,3530300.1497,416624.469000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
