fid,aspect,elv,flowAcc,planCurv,profCurv,riverProx,roadProx,slope,SPI,TPI,TRI,TWI,xcoord,ycoord,lithology_0,lithology_6,lithology_10,lithology_17,lithology_53,lithology_57,lithology_79,lithology_82,lithology_110,lithology_151,lithology_165,lithology_197,lithology_232,lithology_237,lithology_243,lithology_278,lithology_307,lithology_315,lithology_316,lithology_360,lithology_375,lithology_404,lithology_424,lithology_427,lithology_429,lithology_434,lithology_443,lithology_481,lithology_488,lithology_490,lithology_547,lithology_573,lithology_591,lithology_679,lithology_686,lithology_785,lithology_792,lithology_803,lithology_808,lithology_816,lithology_835,soil_0,soil_1,soil_2,soil_3,soil_4,soil_5,soil_6,soil_7,soil_8,soil_9,soil_10,soil_11,soil_12,soil_13,soil_15,soil_16,soil_17
2481,0.489884294073462,0.4590687650549819,0.0006738610287292833,0.49036038503463886,0.49036038503463886,0.3876199058376243,0.003954577630580678,0.3033995120014988,0.2590249080695303,0.5671093207118695,0.006834938454093906,0.3721653908883324,3540269.2902,408481.045500001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2482,0.7076040530985749,0.48644594631144134,0.00031976962939631026,0.5010009336684597,0.5010009336684597,0.34914795954234273,0.13653318659751995,0.2742733479080738,0.2590111644053534,0.5693490306069217,0.006112780332042548,0.6745718096519642,3541881.9159,408486.530299999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2483,0.7572105105201838,0.5842872492748594,0.0007832026913002221,0.4916569153150337,0.4916569153150337,0.1715360923673392,0.0,0.3334671034678299,0.25900956743197556,0.5665245534299642,0.007011284153674979,0.6917599389886622,3549356.24669999,408491.7024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2484,0.6415359944792114,0.477944547668204,0.0004386490644254853,0.4899614259764864,0.4899614259764864,0.35060192465661744,0.14432853672240115,0.22748210597419016,0.25900249855603935,0.5671007164846298,0.005020394581711928,0.6797104579348496,3541813.3454,408499.684099996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2485,0.26670983313862456,0.5296826272363744,0.0037017625888412383,0.48686818983729196,0.48686818983729196,0.3070884681424358,0.04745493156696813,0.40466180050254974,0.25907405815423734,0.5629010287538567,0.00899029194227196,0.3993575410664844,3543617.7698,408504.5852,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2486,0.32285319217119923,0.6671731506395713,0.0006064046975073293,0.4887338989223193,0.4887338989223193,0.21073006175734457,0.0,0.2554204984925311,0.259065528393096,0.5659206771708852,0.006239623535269266,0.28402503132813445,3547667.0006,408525.575199999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2487,0.36294561787541213,0.6659891190227766,0.0002712058680529626,0.4984902289147771,0.4984902289147771,0.21002675702197282,0.0,0.21484438028727387,0.2590048428079757,0.5682655652311032,0.004920059149133344,0.6761093298316432,3547703.5059,408540.185400005,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2488,0.36294561787541213,0.6659891190227766,0.0002712058680529626,0.4984902289147771,0.4984902289147771,0.21002675702197282,0.0,0.21484438028727387,0.2590048428079757,0.5682655652311032,0.004920059149133344,0.6761093298316432,3547682.5562,408540.496599999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2489,0.5066088787003761,0.381095941270918,0.0012152879155171276,0.49600900904247985,0.49600900904247985,0.712112114666623,0.08555059751618757,0.2906915615938225,0.2586654040969216,0.5936666843399879,0.006069302204155891,0.7012262229840498,3527011.4798,408542.947599998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2490,0.6532869961391776,0.6086872833701188,8.138906367266866e-05,0.4951245553231937,0.4951245553231937,0.4644675704123287,0.047783343260608985,0.2048929539369572,0.259015541352476,0.5687811991808516,0.005116756092036495,0.41990275499999974,3537123.3555,408564.608100002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2491,0.4551403002182186,0.5897108951562613,0.004163656664797993,0.47872953127193363,0.47872953127193363,0.2807329940996842,0.0711823973504522,0.31694288777536295,0.25909567682332024,0.5603570676311831,0.008080168518472847,0.3813321569929341,3544730.8631,408564.964400003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2492,0.29765296615126785,0.5722896113550316,0.0012207567019214725,0.48638277398508883,0.48638277398508883,0.5258060089424403,0.008842704534108854,0.36320081649697283,0.25905335104179433,0.5626563786690628,0.007978708972556186,0.3420627511211137,3534616.1308,408568.574999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2493,0.4266098621329281,0.5733084940632451,0.003099999317876176,0.4927453419338842,0.4927453419338842,0.4383804610662941,0.04611790224187078,0.3955902851845341,0.2590105593381167,0.5646195742680994,0.00864729911097026,0.7441662655734436,3538224.1833,408573.742199998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2494,0.4890802531830134,0.3299175238974159,0.008841697535379653,0.4899200521621737,0.4899200521621737,0.7771847394934029,0.0,0.48963431320053796,0.25894572159811974,0.5637868918793071,0.011694906802341976,0.7847357907569592,3522983.5063,410614.458099995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2495,0.9804063780687742,0.42495272971065917,0.0002423779252170372,0.49526400041956525,0.49526400041956525,0.009727732736015038,0.057033729163205815,0.9175904107700066,0.2590174870105126,0.6459810494580334,0.1176558237237041,0.4218578223272013,3557899.1885,410729.016200002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2496,0.32278795498591656,0.6799117867144866,0.003887831741586342,0.4832868170768479,0.4832868170768479,0.31165009018517575,0.012505472648238885,0.41519632368666926,0.2590109260937485,0.5624611642388506,0.009236222790778034,0.7474070435057902,3544130.7732,410737.731400002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2497,0.43634851493206556,0.6761574561658743,0.0018514450278648187,0.5013397224452955,0.5013397224452955,0.3092088068496435,0.01977288815290339,0.28849518371320587,0.258959926737081,0.5664624164312072,0.006333732851099796,0.7255749897762132,3544244.4152,410758.301199998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2498,0.4116430360258473,0.5460337215220591,0.0044909088228962165,0.48084550294961703,0.48084550294961703,0.7179767511958083,0.039148321974643345,0.36257947571780796,0.2590710306741869,0.5599256341133942,0.008338891611948979,0.4112780293415421,3527099.7601,410760.473599999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2499,0.4993348689576115,0.610165509531509,0.0020504234858169036,0.49308375402651217,0.49308375402651217,0.364669824993572,0.06826659329876017,0.39097535848327647,0.25914008644634207,0.5668701817516741,0.009908025030405767,0.33653179541217554,3541847.0957,410802.2265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2500,0.5140484611823899,0.05917048223481321,0.018500865764409534,0.48278672832565195,0.48278672832565195,0.20149473622882477,0.09095528550335559,0.1107946272402566,0.25904181211223853,0.5624379022792326,0.002326658104899711,0.5897816011106811,3494036.9427,410830.228599998,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2501,0.7476291645401341,0.36275113493772204,0.0014124872129238958,0.49004137789888813,0.49004137789888813,0.7604683177021992,0.08673066204237226,0.3966046184297259,0.25903931651404905,0.5694134261683832,0.009094453877408036,0.3666087691307408,3525341.0546,410841.733899998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2502,0.15792914749962245,0.5143965180217202,0.009861985158807852,0.49515790776221724,0.49515790776221724,0.12489150574093887,0.054938746919763796,0.2549783229829179,0.25926450021857717,0.5631318277134546,0.0054451107273856296,0.46044362408340234,3552334.5075,410844.330400004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2503,0.9431987161118451,0.5246305049294687,0.005294509767167098,0.49573475736104766,0.49573475736104766,0.13403654979348414,0.011863732891742033,0.258991384789692,0.2589594048629155,0.5664144414171219,0.005293690249536617,0.7643611768307905,3551957.6384,410869.705699999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2504,0.25002246634710723,0.0,0.002333091001760946,0.4906674591244438,0.4906674591244438,0.009727732736015038,0.05276064725192864,0.710841797509879,0.258985612561646,0.4567537342521475,0.03436745790224009,0.7177423224120292,3557895.9435,410896.308700003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2505,0.4065118071251373,0.6586951515067072,0.006147596720358405,0.49008224099136344,0.49008224099136344,0.3318095585693251,0.014258432290801435,0.28533663707148,0.25828399658426915,0.564543894715014,0.005856551469953467,0.7726735890217937,3543314.4558,410925.6469,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2506,0.6491643790555992,0.6140879395399262,0.005699824326066539,0.49320946783449204,0.49320946783449204,0.36775196235816177,0.056620936633167106,0.21793426800072965,0.2611876060230892,0.5612819391218602,0.00488912054673701,0.4418184610362992,3541760.9423,410930.202100001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2507,0.9685378731745022,0.5017526684047607,0.004467214985481865,0.4932951114352819,0.4932951114352819,0.13050703762161517,0.03751641605902705,0.2826854715444722,0.2590284817872928,0.562490672494382,0.0074725765605740575,0.4851029759895754,3552124.1165,410945.401099999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2508,0.39121536155558717,0.6644438088010025,0.006024438694664427,0.48451333362816906,0.48451333362816906,0.33277253690465985,0.008842704534108854,0.2793322518527705,0.2589961869570327,0.5634239157523183,0.005735366375078887,0.7638759473623733,3543278.7452,410950.6039,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2509,0.45434266011723046,0.2941561669389097,0.0002468555703516723,0.502843504951036,0.502843504951036,0.78210182980088,0.003954577630580678,0.2993061014458024,0.25900885744991087,0.5800597943842811,0.006579078904288023,0.6664603703995091,3524470.4083,410952.0158,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2510,0.39199269716551,0.6689966732534991,0.0029819874730664807,0.4731695748547243,0.4731695748547243,0.3259300436528993,0.033555702394620544,0.18860356421971428,0.25902664074281273,0.5631770494342878,0.00456068441851216,0.44503309474220587,3543577.653,410962.763300001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2511,0.7580889870814248,0.44966802200783207,0.0038762799726102678,0.48975886714144257,0.48975886714144257,0.7385333858490648,0.04350035393638746,0.32722132881496196,0.2590091073994899,0.5635764398577752,0.006828130899412353,0.7550773839144496,3526260.0701,410971.3635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2512,0.7490372534424364,0.5913468528683047,0.03316324139904095,0.4829694383509215,0.4829694383509215,0.07469817096952194,0.007909155261161356,0.3042078255634587,0.25957220919997787,0.5614980165810272,0.006495739467156021,0.48221470150345064,3554445.7818,410971.478599998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2513,0.9695304618233154,0.34597278444338264,0.002059623971534617,0.48883802622731753,0.48883802622731753,0.7618588450326891,0.07040924954563942,0.2731047733779139,0.2587911288951646,0.5631534705904824,0.005624181402226618,0.7681200459917157,3525302.3592,410973.298300003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2514,0.7086781140476534,0.6703704417057146,0.0038262865400349806,0.4901493703135764,0.4901493703135764,0.35231390219169717,0.005592617222910882,0.4320460097251404,0.25908846401999913,0.560199331289423,0.010181004798880764,0.4121532790482864,3542416.4115,410980.5442,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2515,0.7467583180590422,0.5733339425675197,0.00031823966826866155,0.4987594336273298,0.4987594336273298,0.7254187375231,0.0,0.26138659686745375,0.2590471164563904,0.5687931165300744,0.005940553837894642,0.3031805936407838,3526803.7403,410990.711199997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2516,0.9444486927977114,0.6690305636126558,0.000488536932034499,0.5077799321032568,0.5077799321032568,0.462132867368567,0.014258432290801435,0.051385602024504234,0.2589698541680766,0.5653466535930642,0.0014805645797225607,0.709506695203395,3537766.7071,410997.023200001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2517,0.932189951693112,0.4932447129810338,0.004742197931166033,0.49370537908788786,0.49370537908788786,0.13612397789331668,0.011185234445821764,0.3209384684741902,0.2583751741016759,0.5672431312803212,0.006664603083009433,0.7584517750904259,3551911.0059,411041.1813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2518,0.45022822417514563,0.6929362984187505,0.0013290678826362416,0.49261887295899703,0.49261887295899703,0.33731357477087764,0.008842704534108854,0.2184968164892401,0.2589754151794806,0.5654982919876564,0.00438574485255812,0.7112127413662866,3543132.2452,411056.6255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2519,0.43661756003601354,0.6879932235673623,0.0015211592593090332,0.48429456423322803,0.48429456423322803,0.33594543724642945,0.007909155261161356,0.33822385236018987,0.2590176429674966,0.5637386932467014,0.007234425687356371,0.4652006634480574,3543187.8781,411065.1078,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2520,0.4296857169986299,0.5934190823621794,0.0010066783227134044,0.48829289184007696,0.48829289184007696,0.6996142212343958,0.07429976653051285,0.28729842491820723,0.2589886432373558,0.5646465489954309,0.005856381158999723,0.6973950625597114,3527869.7983,411066.167200001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2521,0.5601349506842468,0.6674626734780696,0.005281308108651961,0.48896201927789273,0.48896201927789273,0.35587067936931044,0.01581831052232271,0.2992271468956753,0.2593341801080977,0.5632827038646508,0.006419023844214281,0.35566830334824456,3542332.98,411068.157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2522,0.0263519256838671,0.48299912876779333,0.008008899393333609,0.48636680217503636,0.48636680217503636,0.13953301846364521,0.008842704534108854,0.30567106937089616,0.2590257301007103,0.564376773461719,0.006362746146155248,0.5431692683455847,3551758.565,411106.3721,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2523,0.06975231170233874,0.06631304446890497,0.004532892791709174,0.4963464305655511,0.4963464305655511,0.7317610713979618,0.034018563753836446,0.9735354471999259,0.2590380885751872,0.3719499898526949,0.23431051049159832,0.48964248478968286,3526585.1114,411112.601700003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2524,0.7445526314450855,0.40762897801921305,0.0018817295257260148,0.4913483137308012,0.4913483137308012,0.7442696060068238,0.06906372707476696,0.9382872704080576,0.25903356744808154,0.6407461189264083,0.1473507288542469,0.441362106592765,3526064.6584,411122.275499996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2525,0.7757956054129462,0.5399616510301121,0.006989498490200046,0.4936750025540184,0.4936750025540184,0.08062843009421065,0.039743011890947054,0.2446427626912157,0.25890437751661616,0.5634821387227813,0.005418964028168094,0.7968378598449173,3554194.2748,411147.0588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2526,0.4280497006465208,0.697967152168942,0.0003207213665244817,0.4967367501416024,0.4967367501416024,0.40461499645133614,0.0,0.2901248734073567,0.2590645077334792,0.5697026113916043,0.006078233457074244,0.25945292958443794,3540254.8161,411152.942799999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2527,0.08647691752392025,0.6890317356371675,0.0005587908937502758,0.4937213477006202,0.4937213477006202,0.33475145870790113,0.011185234445821764,0.17368589452142863,0.2590247751400925,0.565943801735779,0.0035704357953119993,0.3623169852298602,3543279.6158,411156.449,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2528,0.25002246634710723,0.0,0.0007194769154004429,0.4906674591244438,0.4906674591244438,0.7494964460396044,0.08555059751618757,0.8984442433775558,0.25899921580963525,0.4828225973542328,0.09769123876393296,0.6930697543631819,3525857.6381,411160.970900003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2529,0.08265691259827948,0.4736735428170077,0.004119782314072489,0.4844161966628274,0.4844161966628274,0.14202550945235015,0.0,0.26808087454753576,0.2590042253459963,0.562781568579243,0.007019988935755229,0.7417554199205225,3551645.9533,411175.299400002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2530,0.7664290037997789,0.5449371409650434,0.010577760627106811,0.4892662579197926,0.4892662579197926,0.07993003667113191,0.03751641605902705,0.47033396887075446,0.25907814248750793,0.5633939202775685,0.011026839805459675,0.49576942861695145,3554208.8672,411205.045899999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2531,0.7524478144907086,0.5313753010996533,0.002442282420153525,0.4921697109134592,0.4921697109134592,0.7301045628017208,0.03378792506384337,0.7828854114652622,0.258960001278598,0.6315950318908979,0.041644772924540996,0.7302624686758981,3526652.8283,411224.818300002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2532,0.7879226852456285,0.5656112025873048,0.0010806301088918551,0.4886102733636579,0.4886102733636579,0.7236933261043953,0.005592617222910882,0.38402486996340074,0.2589737816663774,0.5667824635140194,0.008399778693562529,0.7011563514154588,3526939.1742,411251.905099998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2533,0.4241257199828412,0.5786434185086439,0.00034367974470362825,0.4945862302273923,0.4945862302273923,0.7209213236660732,0.003954577630580678,0.3030173299384242,0.25900170240865666,0.567685042162991,0.006387792233725476,0.6743775196800691,3527059.1299,411275.122299999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2534,0.7366798299679017,0.5766033582190456,0.003501553704792232,0.49911467980712093,0.49911467980712093,0.7072552601599162,0.05945033838925413,0.15543804158535046,0.25904473152171,0.5640728404630866,0.0031285588371396875,0.45328288292673025,3527629.8869,411296.404799999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2535,0.40639358327215114,0.5605658829401587,0.0022332851414411633,0.49200836078114857,0.49200836078114857,0.7166983654960088,0.01977288815290339,0.23299877900577398,0.26412326772938266,0.5629951599450346,0.004647451134675656,0.2269416334119943,3527242.933,411321.556799998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2536,0.634916306498623,0.6921788263526844,7.447961100980191e-05,0.502747145733671,0.502747145733671,0.36889321651472096,0.0,0.17880257191920068,0.25901242859581647,0.5701883515042718,0.004506619541984745,0.6661248393841142,3541892.4911,411362.7055,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
