fid,aspect,elv,flowAcc,planCurv,profCurv,riverProx,roadProx,slope,SPI,TPI,TRI,TWI,xcoord,ycoord,lithology_0,lithology_6,lithology_10,lithology_11,lithology_17,lithology_53,lithology_57,lithology_79,lithology_82,lithology_110,lithology_151,lithology_165,lithology_197,lithology_229,lithology_232,lithology_237,lithology_243,lithology_278,lithology_298,lithology_307,lithology_315,lithology_316,lithology_360,lithology_404,lithology_424,lithology_427,lithology_429,lithology_434,lithology_443,lithology_488,lithology_490,lithology_547,lithology_570,lithology_573,lithology_591,lithology_629,lithology_679,lithology_685,lithology_686,lithology_785,lithology_792,lithology_803,lithology_808,lithology_816,lithology_835,soil_-99999,soil_0,soil_1,soil_2,soil_3,soil_4,soil_5,soil_6,soil_7,soil_8,soil_9,soil_10,soil_11,soil_12,soil_13,soil_14,soil_15,soil_16,soil_17
6009,0.9226054689023356,0.3266614881760759,0.0024272267332241626,0.4960771902828189,0.4960771902828189,0.0679212100317887,0.027682043414064744,0.4609719883210532,0.2590021268271438,0.5674848805837908,0.011038177997770878,0.7402906058090832,3485897.95783983,621011.82069754,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6010,0.21693267386833165,0.23194227820255692,0.5850468565781839,0.46523942308794136,0.46523942308794136,0.08422191571995505,0.1381274541495335,0.07314616563194037,0.2322712406718014,0.5599275761048834,0.002679006287811929,0.9598608578689214,3450773.09397877,538267.301514455,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6011,0.7148711109905371,0.3184681147862775,0.010303385776303584,0.49950486469608774,0.49950486469608774,0.18607162667478158,0.04611790224187078,0.10554074995661318,0.25805550637177377,0.5649584897503926,0.002108563940827779,0.9241660268302208,3463424.66539715,619038.5551918,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6012,0.7223608824442025,0.5086370830194941,0.011162081845487204,0.4205004019925898,0.4205004019925898,0.4007388395243153,0.09257428575962844,0.008000126330497582,0.2574642797480317,0.5638578080175509,0.0005152267567624353,0.7656426472088175,3573244.30194249,502852.08973792,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6013,0.5997053941275501,0.055055974415442535,0.008628805347941863,0.48912663647126614,0.48912663647126614,0.03692748603887249,0.0863692809524778,0.012740021504366837,0.25885480660219834,0.5636321397259193,0.0003849210219680737,0.7769739628392949,3733824.66177177,512011.21617701,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6014,0.4298999526935016,0.7338169232143616,0.00028070436347979466,0.49595996415919885,0.49595996415919885,0.25895645206799955,0.3458842818995461,0.14161132171825405,0.25903656287754734,0.5676865125056205,0.003198519707899921,0.29930400128571055,3584790.6834284,543001.723942515,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6015,0.8623782790269425,0.21029543623490002,0.00044024416949679356,0.49338738947409905,0.49338738947409905,0.2576360794631069,0.007909155261161356,0.06034678259493539,0.258969875472473,0.5649805657415982,0.001159967028404588,0.6837332812338469,3365990.12090743,557154.948152542,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
6016,0.4077915411235879,0.008485377431848413,0.001355146051943781,0.48585735207191916,0.48585735207191916,0.197057642435279,0.06757585012768674,0.017605905329003104,0.2589672131539545,0.5640827764645865,0.00037286862243147745,0.706127003743521,3493686.84092984,404782.039832601,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6017,0.0074014837432664305,0.20254089586931034,0.016418464165306283,0.4794679769968461,0.4794679769968461,0.09662568770409632,0.0482717707988691,0.05340719027486001,0.25888299646018087,0.5640526505587402,0.0010981791758192746,0.8037503057457265,3397550.33403874,539659.689610631,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
6018,0.8395388210000138,0.08519289433502365,0.0016684460932958607,0.48714334516115604,0.48714334516115604,0.09829816408405458,0.003954577630580678,0.04568840169839427,0.259033009514584,0.5638935817385329,0.001044425086260765,0.3870988313058363,3636152.2449187,538959.02404396,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6019,0.08695593819465523,0.14966001044167285,0.19836245377014583,0.46517982185456386,0.46517982185456386,0.1737161011114011,0.10205569126150939,0.07969332852780942,0.25745986246941527,0.5610078363340715,0.0021216070739770105,0.9189023379367902,3479154.64411825,631232.78318889,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6020,0.5691308999594743,0.2463536104501969,0.0004395467161916471,0.5063396515607215,0.5063396515607215,0.014810194632417166,0.0,0.029461890346731034,0.2590092744137241,0.5647611288405866,0.0005668682503438752,0.6868179312383569,3581804.1913989,474928.257400371,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6021,0.5972551634447927,0.2746602563209413,0.00018077679520672686,0.5044491388697674,0.5044491388697674,0.18817628048023005,0.14432853672240115,0.15710498856110205,0.2590194717522514,0.566766897849762,0.00344859936786522,0.36149696217685157,3366225.52271053,523142.03577678,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6022,0.2205821200092913,0.3196618996140515,0.00020411968154116086,0.4034568216577108,0.4034568216577108,0.7929633413872434,0.17386655122827152,0.009423455164884905,0.2588302349707115,0.5645759804028537,0.0006931918601837197,0.669250762468883,3521378.26228372,518946.246060252,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6023,0.7371807023404003,0.7709430535418482,0.0019605266231016365,0.4979262161541984,0.4979262161541984,0.10293270346555677,0.011185234445821764,0.3554655656501395,0.25903605902409643,0.5638894990574325,0.007970508408568411,0.406418930705978,3500970.03163288,571920.884757195,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6024,0.04022566862816242,0.3214507327611997,0.0001677420958525773,0.4986593287501333,0.4986593287501333,0.23086928301581539,0.9217220394628636,0.1652932896681375,0.25905068973777085,0.5670512662768484,0.0035531709038972114,0.2655985223453746,3392904.17308343,582897.097043291,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6025,0.5344584593003032,0.6461862896080767,0.0016765808876502922,0.4867057883863531,0.4867057883863531,0.042997871042421094,0.2150432227200908,0.3424952913771915,0.2589827901170163,0.5646147420972135,0.007228431840564944,0.7119710506789636,3477521.96975737,567021.501750199,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6026,0.15028449601625019,0.19353468659818657,0.00021282214975394166,0.5045464365004154,0.5045464365004154,0.1835127005572895,0.07596495863822915,0.011516636193567013,0.2592148537183092,0.5645432526626606,0.0003549172603646511,0.27503449102134203,3401504.81068442,537996.093168018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
6027,0.025009789286858767,0.006818743079523098,0.0003889748689516916,0.4924599967526742,0.4924599967526742,0.1812589017535311,0.12911559289066643,0.020525308000972298,0.26102394701045445,0.5644789307669922,0.00038950793393843937,0.14336212493635644,3440119.26806229,657354.242070952,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6028,0.22625904800337737,0.2455180717164258,0.0031905802873325195,0.49022132269238633,0.49022132269238633,0.24539318906915225,0.3376245995775929,0.2685284552586252,0.2589922975306431,0.5601730094021998,0.005898943026163906,0.741202070281672,3582402.9243288,617144.640724432,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6029,0.28940900366413336,0.2764566502555915,0.0011707093746493775,0.48978744318475087,0.48978744318475087,0.0145681515000207,0.09822967240232057,0.337937805666219,0.2591156192123653,0.5665820817589912,0.007448189130778309,0.2991412624059481,3633270.57545684,563105.680103046,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6030,0.8565561039793402,0.2423584411582225,0.016628720597005844,0.5149235017002576,0.5149235017002576,0.0007395858511833856,0.022370468891643527,0.03464761543974346,0.2589251775359207,0.5627853087515705,0.0010330622476959369,0.7970485346074684,3473421.52834416,457218.056178757,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6031,0.9661951842325234,0.4344805103797925,0.024650555734454294,0.473232948925148,0.473232948925148,0.09911554247370281,0.08142973978027158,0.06175714336968084,0.2592799340781583,0.5625171103377449,0.002217981708622384,0.44569288790853584,3424924.77426594,531078.874973031,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6032,0.9139645726900754,0.7203136435947222,0.0013614802041402576,0.48956110253716123,0.48956110253716123,0.09819795164572309,0.09399923347473688,0.38045241787374884,0.258968491438626,0.5649384736237698,0.008287927737733467,0.7065526395851657,3551907.56452349,406688.870384267,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
6033,0.6630815180807467,0.5050511387898307,0.0014352812376998056,0.4874726538855821,0.4874726538855821,0.38317682939160397,0.027682043414064744,0.0390044679008977,0.25901254804533763,0.5642123265251385,0.0007376063167950058,0.715327006084864,3579954.52522352,510374.188151835,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
6034,0.39447590675024624,0.7618406849868578,0.0018972641636402104,0.4945109301551174,0.4945109301551174,0.8472697437161686,0.21329072318578077,0.05493121042508178,0.2593171383573815,0.5645775097309319,0.0010976612992766872,0.2985215483157057,3540832.90501593,523415.310383265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6035,0.006351064782983556,0.33258324447529786,0.003348215411546903,0.4813988310676529,0.4813988310676529,0.20185274441241927,0.2209260763229376,0.1179169882975344,0.2592146866011335,0.5613424040675098,0.0026992671869721383,0.36119635542339573,3619671.84732552,586431.5816787,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6036,0.5805791993841671,0.5447649435174324,0.00048272405849747544,0.5005892667888945,0.5005892667888945,0.46513069387212674,0.008842704534108854,0.2210411220410404,0.2590142685607172,0.5848289636861891,0.004469860455918359,0.5261745993711281,3533747.58691192,431747.327947728,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6037,0.5967886688223057,0.412312650242478,0.006494392824216844,0.4897304283830415,0.4897304283830415,0.08985283156413741,0.14081849909127844,0.14415235626519307,0.2592098674153771,0.5631877087141651,0.0028023599477874886,0.38802124201690824,3435438.69125616,584770.384090534,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6038,0.33869838886618736,0.700734523334354,0.0017003964965729974,0.49597617297056135,0.49597617297056135,0.3217411035429822,0.026528112659481774,0.17628411266810742,0.259039524578036,0.5666463587040508,0.00395486241262191,0.3903064248520446,3545477.60297396,436954.404987772,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6039,0.7987090752173301,0.12028257060218296,5.544798264462043e-05,0.5305185939733645,0.5305185939733645,0.0,0.32014986917538374,0.040632358542375555,0.2590106776066089,0.5668274055160946,0.0013772894518913267,0.6581166173993755,3348724.94572264,516603.469125263,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6040,0.9879536294595685,0.4156306270495079,0.02557390611906639,0.4853045127441063,0.4853045127441063,0.15934771994734304,0.041287003187931694,0.3069455815601388,0.28133296230344484,0.5663693604554624,0.007974779611949572,0.26367847145896206,3530052.06881851,459467.743351787,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6041,0.9730505569110695,0.05121449503364869,0.0017952155721164893,0.48602373298667895,0.48602373298667895,0.016537641898405165,0.48182596539611805,0.02877122303256674,0.2589982185341298,0.5643470685277134,0.0005642519704036964,0.7138456919592063,3688841.81241325,522743.126058714,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6042,0.12908757170155852,0.09194360185261834,0.0012167079899339528,0.48805217524454625,0.48805217524454625,0.08205071242918334,0.0355911986752261,0.23613950135215686,0.2590208727960477,0.5630163866474962,0.005448373494581897,0.4162925818470993,3639103.41531049,610083.708941992,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6043,0.5763212331565976,0.5037819100065478,0.0014501073637271994,0.47006595596989165,0.47006595596989165,0.24423024328329895,0.022370468891643527,0.026511639685883267,0.25899661897677334,0.5641692626486963,0.0006696211904457406,0.7032588127244237,3575880.0219065,520600.159985695,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6044,0.24439829187939024,0.007134494960909301,0.0005906704966827856,0.49938023797674835,0.49938023797674835,0.019086474546883284,0.12636097758249992,0.0062347804234653475,0.2590332077916773,0.5645489407827264,0.00012502520938435042,0.3516608422307816,3447711.70644647,653682.694876714,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
6045,0.4655439568917426,0.007866211173614522,0.0015040412104558522,0.4924147886528305,0.4924147886528305,0.07815851549326427,0.04350035393638746,0.039462875101847726,0.2590151141501883,0.5638447735928852,0.0007981892499042647,0.5446371013143733,3595402.69227575,655653.648234229,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6046,0.5275123310573088,0.23375551486709004,0.0066886903243749615,0.49358662804268416,0.49358662804268416,0.3785119253403491,0.007909155261161356,0.04795722965553823,0.2591525095829443,0.5640659749911197,0.0009883345623816389,0.4322165934743551,3418438.63174141,495155.66565428,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
6047,0.9272516790415238,0.2961790566595989,0.004519805532314623,0.4961858100215912,0.4961858100215912,0.0,0.20805739158024208,0.10378472440257212,0.2583824809486897,0.5637597228159014,0.0020196956546427746,0.7620380854434339,3353139.61129354,530005.068630064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6048,0.9704943952822364,0.005061325811237656,0.012351086308830393,0.4798422536224861,0.4798422536224861,0.5765848371418474,0.039148321974643345,0.04265695504474311,0.2591061425036253,0.5639099619125164,0.0009434206185377339,0.47360722481237116,3550119.79093441,671332.300621581,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
6049,0.010133623368222567,0.0013428286442790861,0.0015443268607687102,0.4915382124294554,0.4915382124294554,0.00964301937007123,0.13050106180916238,0.009570208663930378,0.2590747809521347,0.5643585706852978,0.0001819102506496141,0.33553341780603174,3476554.52879425,400419.554299404,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
6050,0.4910191837170686,0.07720990651670231,7.288711169623407e-05,0.5060066411396085,0.5060066411396085,0.19278378958782533,0.003954577630580678,0.09276578148540096,0.25897826944941726,0.5665004265721222,0.0022367281222046833,0.662192835297457,3635912.53539012,517345.186551808,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6051,0.7342944125770843,0.26118017131228227,3.0189737256314394e-05,0.5360707329443208,0.5360707329443208,0.18641231285251908,0.14378574475414715,0.05174289763911814,0.25900172889219963,0.5677123398970253,0.0025606642870845213,0.6804325409593264,3481895.01167175,470398.58379187,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6052,0.46618149247758867,0.09039853751011162,0.0041254087170429655,0.4852530894547592,0.4852530894547592,0.4713227993709668,0.09767085961557148,0.10329975771460882,0.2591083076509332,0.5643108050446152,0.0020590606814314947,0.3761917285060008,3422705.81732221,630949.084320188,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6053,0.3517093075108812,0.4067143891006655,0.0008031335603082411,0.49957921996044113,0.49957921996044113,0.1028050936086493,0.1601481898556899,0.28316782142854663,0.2588739026576849,0.5644981002357924,0.006026800769910775,0.7535666647355195,3540329.05657388,577170.465623379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6054,0.5023094980933273,0.36866989970584646,0.0057004110664449735,0.4870075773819108,0.4870075773819108,0.32165267584664764,0.07948602378189411,0.30598693046983244,0.259020568751876,0.5646219703037713,0.006382239730373324,0.5446865552676041,3410958.04573578,497526.168412839,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
6055,0.9757604222655899,0.003235987916775606,1.6547387906677593e-05,0.48940079063445246,0.48940079063445246,0.09034458272624044,0.003954577630580678,0.017901302538919705,0.2590016741393041,0.564700520319015,0.0006147067812106657,0.6632070791882232,3547787.73910901,335001.673037618,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6056,0.9745151084064821,0.46750262885917926,0.018575612624476018,0.48270245897276304,0.48270245897276304,0.02377052278511853,0.06388815791180719,0.16244712935297073,0.25916315043074173,0.5600246722366532,0.003652865381273533,0.4910193487554999,3499451.31582595,443613.579344157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6057,0.04756158534414209,0.23370605215427115,0.009510435135938624,0.48824671854940005,0.48824671854940005,0.2374266553289183,0.040328937122179394,0.06642484585756987,0.2590504308774192,0.5625932953993521,0.0019564796165192837,0.5155030077728432,3586629.81753597,591252.547110305,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6058,0.6415739753226235,0.0952890966477641,0.0009189095378612318,0.4836044739695729,0.4836044739695729,0.021964578785153205,0.30481046345904694,0.07682402987497618,0.259011820470735,0.5639905644961822,0.0018073981673333765,0.6976127890043167,3668537.44927576,567177.809648222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6059,0.8895463663014965,0.33805711119725995,0.002644934106757351,0.49043143606908907,0.49043143606908907,0.2463076320830031,0.17169426702703713,0.2253795254985467,0.25905092409508285,0.5624867027570654,0.005347910176179628,0.397409536943693,3427935.22140441,597078.518241639,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6060,0.9030157467898539,0.04750000204899399,0.00409165843426868,0.4911758858854788,0.4911758858854788,0.01935681339854143,0.04955071711416242,0.08344632399889752,0.25962028404448756,0.5643453674464496,0.001710900530332519,0.2980421635625208,3603204.04364426,628335.841862599,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
6061,0.5963777466169071,0.008380038014983878,0.014470762700502935,0.47311320930871176,0.47311320930871176,0.7379903006397225,0.007909155261161356,0.07335772457422497,0.25898303245900123,0.5633185875953037,0.0017869005725734796,0.800257464747004,3549842.72519181,677912.660758326,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
