fid,aspect,elv,flowAcc,planCurv,profCurv,riverProx,roadProx,slope,SPI,TPI,TRI,TWI,xcoord,ycoord,lithology_0,lithology_6,lithology_10,lithology_11,lithology_17,lithology_53,lithology_57,lithology_79,lithology_82,lithology_110,lithology_151,lithology_165,lithology_197,lithology_229,lithology_232,lithology_237,lithology_243,lithology_278,lithology_298,lithology_307,lithology_315,lithology_316,lithology_360,lithology_404,lithology_424,lithology_427,lithology_429,lithology_434,lithology_443,lithology_488,lithology_490,lithology_547,lithology_570,lithology_573,lithology_591,lithology_629,lithology_679,lithology_685,lithology_686,lithology_785,lithology_792,lithology_803,lithology_808,lithology_816,lithology_835,soil_-99999,soil_0,soil_1,soil_2,soil_3,soil_4,soil_5,soil_6,soil_7,soil_8,soil_9,soil_10,soil_11,soil_12,soil_13,soil_14,soil_15,soil_16,soil_17
2180,0.7755749265392828,0.22194384363389882,0.0001441931639909643,0.4942158291526887,0.4942158291526887,0.10631788565116779,0.03645940409072136,0.1183889138644764,0.2590113608009686,0.566132373178021,0.0024234788138441854,0.669861262994971,3547469.13971264,463269.118104335,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2181,0.07690721801343224,0.28568310588135015,0.005629107874128257,0.5003333365477051,0.5003333365477051,0.10323781874176031,0.03954577630580678,0.2082202629803153,0.2590991398022326,0.5659654977398101,0.004608660220618104,0.4604447187072504,3390046.5345808,568078.787703966,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2182,0.7144645124972222,0.7494717283919267,0.00778215474349476,0.4839461818991401,0.4839461818991401,0.446802880147609,0.1713295444952434,0.16083062019971942,0.25901977435524326,0.5623532621215612,0.004030605920173579,0.5657572116930162,3479014.55337963,584304.328590694,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2183,0.14263643219147742,0.04488331901769583,0.005685538163888285,0.4941552819123949,0.4941552819123949,0.11778702768343029,0.12734722339302587,0.05224105559258777,0.25908809332946914,0.5631434561894872,0.0011672305769300127,0.439865340987312,3544706.71916813,624191.899105925,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2184,0.9332604519381241,0.42073926060825617,0.003797479316150898,0.48585204372216784,0.48585204372216784,0.27910915536021585,0.043679735812780535,0.059096910188213385,0.25943979911794596,0.5637218981500398,0.0011833805878138195,0.3827530536433438,3439663.10429529,522101.117974001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2185,0.1474731082064053,0.8588165339055235,0.004067628517660082,0.48911389285486173,0.48911389285486173,0.35106729557144084,0.14907237348938898,0.17354755782731038,0.25897434723245844,0.5637557297230466,0.0034612719678641917,0.7482275735424759,3530698.15156854,542688.964903038,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2186,0.8738701970764905,0.22777919386023077,0.00041090511681213975,0.5276037991880751,0.5276037991880751,0.05836639641609023,0.210188688433216,0.01765461917107306,0.25895287886081975,0.5640980861177177,0.00039402201355873877,0.7036700225759828,3570731.34818619,453998.524850731,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2187,0.6006397822205565,0.04934756448388711,0.00016643756454754334,0.5250793619470069,0.5250793619470069,0.005229661705077627,0.13445563943974304,0.012671993987281806,0.2589864403806695,0.5648622919657335,0.000392700463127126,0.6807207150903367,3731872.39170416,512233.062293148,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2188,0.007134122953019036,0.21483584280446624,0.025000128940519915,0.46698772540079536,0.46698772540079536,0.17164128834314474,0.007909155261161356,0.0402892730308476,0.260018122748919,0.5631234783236959,0.0010658403152185724,0.4161077171626556,3539984.75123266,462949.585969012,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2189,0.22816430021143763,0.2948789495381976,0.03425514388883435,0.4658919704256639,0.4658919704256639,0.05008475925902736,0.044213521727699406,0.06911495779163943,0.258901629464313,0.5616610981722063,0.0018215655664290478,0.831309293181332,3580771.52313366,573388.540061029,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2190,0.6756156203000809,0.2832854551757996,0.0006212697192357179,0.4810377537763667,0.4810377537763667,0.5695877097780376,0.31271183459370755,0.031643237691895476,0.2590123983418579,0.5647799539912443,0.0006854347761525511,0.6781518748878584,3506679.04562306,509236.702316301,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2191,0.11509980144835857,0.01683422399683307,0.00022725442503119717,0.49714723121528714,0.49714723121528714,0.3963421316443555,0.16787170275112118,0.014762674171878265,0.25911043081008056,0.5644061120026618,0.0004202216297325562,0.256921191369239,3549566.04160579,664043.443881747,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2192,0.6899141361647128,0.049093704384273344,0.005111420838623268,0.49522836949071136,0.49522836949071136,0.37970655390550445,0.005592617222910882,0.06380891602391267,0.2590133050222079,0.5652215716582368,0.0012150709390973853,0.7591141723092794,3381543.87376522,486365.213267523,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2193,0.1288063290667054,0.2464621251673005,0.0002964223577622536,0.46235753191794543,0.46235753191794543,0.21423110517045624,1.0829046280976655,0.053441680608086205,0.2589984550651466,0.5650439792359293,0.0010254757035310863,0.6755398028045504,3660847.36822928,554861.546380242,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2194,0.3340464137775513,0.47483896956916133,0.00039440431476956534,0.49503766696594415,0.49503766696594415,0.17265805036310006,0.012505472648238885,0.41515419743389725,0.2590145760278307,0.5695400408837615,0.009836111688012726,0.49085717159060727,3574223.02858877,569634.512523516,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2195,0.35789285163224305,0.17524001914579912,0.07875316811331676,0.494675668846633,0.494675668846633,0.17425685103989816,0.1574398719975823,0.21609328211714304,0.257818742223955,0.559959678272657,0.004639230731598284,0.9188705823228334,3475472.32017183,433940.499548322,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2196,0.4075443265267373,0.026779015905110268,0.0044516012850643345,0.47317746743798617,0.47317746743798617,0.6596894413526717,0.011185234445821764,0.045750153980333545,0.259095168788061,0.5635339559380781,0.0010613025812991391,0.3895003611336912,3394260.97773915,473298.079326884,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2197,0.03368855507052734,0.21493655085479912,0.0009966785684732218,0.4969256353898815,0.4969256353898815,0.08640502412802552,0.026528112659481774,0.0621093126225777,0.2590041720327886,0.5656964265252165,0.001249758061168276,0.7004882391078819,3445164.00217006,484672.787239092,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2198,0.052780788009244274,0.025250225696678424,0.00025821546658050655,0.49360158850060226,0.49360158850060226,0.35819173185390485,0.09556668652121757,0.032776158269067594,0.2590221592667992,0.5649292901635328,0.0007292698550435142,0.3513381557620699,3429649.83055739,645665.270407274,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2199,0.9475969486461682,0.10978692717301937,0.0008268979438469512,0.4958518420032786,0.4958518420032786,0.12990210358246526,1.2947482429446395,0.40840099876788755,0.258968706687625,0.5690337263023573,0.010416176756491731,0.6941489612987555,3667448.94885786,521746.505791651,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2200,0.46102470280837893,0.11988547558377889,0.0002179915282376993,0.4899464889988835,0.4899464889988835,0.11365584364307664,1.346236076143721,0.031675146076202504,0.2590169475615255,0.565319764365781,0.0007563157228447889,0.39607169919865703,3669311.82380612,542462.870296698,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2201,0.07243194286426409,0.22885026444315307,0.03857629051807376,0.4876502182247314,0.4876502182247314,0.03605812658474097,0.09223580448374116,0.3252669409464453,0.26177887036217734,0.563829027852342,0.006838972809266972,0.4230004713565514,3443068.60872141,582741.404890977,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2202,0.9549741340282907,0.25388708486359024,1.3724398941120704e-05,0.4936592529576738,0.4936592529576738,0.38957292287602596,0.27403824250836617,0.23977190398992268,0.2590320771786981,0.5698633043801974,0.006810282433546747,0.28241761653515274,3518978.02858261,465023.142594231,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2203,0.13162079010327715,0.23322388290901394,0.007604974402418866,0.48598647821916857,0.48598647821916857,0.38577537102075365,0.34649412898852694,0.27363448312253713,0.25896537784286344,0.5626057260227155,0.005684071035458765,0.7734847629051655,3519657.76027116,632092.638163742,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2204,0.5378000529018877,0.006957299248797839,0.00728695044004758,0.47302562513479884,0.47302562513479884,0.14927546106147904,0.008842704534108854,0.054043379271174245,0.2588810117139664,0.5630204152235558,0.0014349526814459094,0.7780162291005772,3523588.93130705,653333.924949263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2205,0.9387094312877358,0.18624067810223824,0.006501809954754809,0.4949445981900407,0.4949445981900407,0.1557737050265837,0.14263915498901839,0.20118785991902738,0.25900851661425506,0.5601984092738022,0.004172879662069576,0.7909786033991596,3649568.19833385,507463.480877413,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2206,0.18602211705899374,0.078716495876195,0.0012115315568377648,0.4836264963071726,0.4836264963071726,0.21510255012668297,0.08314023369395966,0.08397569055612593,0.2590204542027017,0.5643010552027949,0.0017337516515517663,0.4197191001629676,3653605.61393661,525697.433045974,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2207,0.014884003971456707,0.22846290214578838,0.060482324914881105,0.49278234850946573,0.49278234850946573,0.3147491763921885,0.49887274986699115,0.15271015222628376,0.2543585648934636,0.5620154319676098,0.002958268332919376,0.8793138261684801,3428980.21970284,631823.086281321,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2208,0.08175915948732632,0.1312799716583162,0.0011738430207823784,0.49464019338744164,0.49464019338744164,0.02405644421952988,0.02851686458160287,0.1492173088877311,0.2589991240410969,0.56327583491087,0.0029171409845412,0.7344017138629293,3506665.97857007,601567.400927529,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2209,0.4246753824789614,0.3873054582738775,0.0010573981897043878,0.49493483517485276,0.49493483517485276,0.214785722333663,0.11870322245337891,0.10886638596141858,0.2590260444531962,0.5650130043934328,0.0021046733427500562,0.3918364555001297,3440972.28606659,525822.66455216,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2210,0.08722467597592942,0.6870783068097903,0.001054113155401817,0.48625115033162075,0.48625115033162075,0.3516332039379095,0.04350035393638746,0.17042588238136544,0.2577227409137907,0.5643106856751242,0.0033706268622934995,0.6998347832375156,3492791.34040625,578893.909427626,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2211,0.8441069499856698,0.050377798618322416,0.05862582141212478,0.4833657141335948,0.4833657141335948,0.6172463138675236,0.0,0.16628044676146472,0.25764978578065384,0.5620376999280385,0.0034754251743803885,0.8708479822810116,3396180.85717867,475408.268645908,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2212,0.5170920153754595,0.49390067788914205,0.017509349774027856,0.483961133364597,0.483961133364597,0.17417993122236786,0.003954577630580678,0.07208377542680247,0.25914645823922006,0.5638822080608598,0.0014845472006543169,0.4901842198933848,3440571.83073846,610784.197874166,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2213,0.5875447419422103,0.07200795153063945,0.0005510299302998799,0.49150032649108644,0.49150032649108644,0.17087635145350769,0.6693407454308848,0.24301864979223678,0.2590103128892916,0.5652924453496482,0.004875111707749704,0.6914994646021919,3380797.8065903,600836.013065938,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2214,0.6021576171090134,0.38878872496027,0.0025883027287653773,0.49149964311399474,0.49149964311399474,0.4205701648371226,0.17458463689795403,0.07429275471959036,0.2590188433255198,0.5637980833681332,0.0014445743346821211,0.4950389803618028,3558946.19437654,492474.225347799,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2215,0.9179648541552566,0.01874926876530085,0.0016258359799629215,0.49541544185881603,0.49541544185881603,0.1848446893787575,0.011185234445821764,0.08001638583744047,0.25901969821925336,0.5645132070732634,0.0015980492265627558,0.4749860706234712,3561005.60513152,655330.43387139,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2216,0.5789323737518458,0.23429966617791334,0.009730477014192447,0.481829282199463,0.481829282199463,0.13306175060356176,0.18653705754104716,0.15362475735932735,0.2583755972296656,0.5631864495494174,0.0030391147595313257,0.7848999152000663,3371713.43030431,549637.665685555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2217,0.09209561846886317,0.22575060793649104,0.027714623813877362,0.4587556587439986,0.4587556587439986,0.17869225957922574,0.16448381254688924,0.034952486498575956,0.260326951374817,0.5625778018751492,0.0014445096287283685,0.38115376787273014,3542156.26633977,464387.73863707,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2218,0.7663382058459964,0.008808594694458141,1.667265494371213e-05,0.5115278796159572,0.5115278796159572,0.29633406649916844,0.016777851197310255,0.025795345925436645,0.2590094663106878,0.5653445555067715,0.0006561232080154781,0.6539371822335771,3470765.10597044,411811.985690798,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2219,0.5999903352318088,0.15092663700269876,0.0007562310648609365,0.4468960140628854,0.4468960140628854,0.10670560245912296,0.20760591224320557,0.09122701500178798,0.2590411247232028,0.564053483416452,0.0019263907375910844,0.3436013255963936,3629342.97083235,606210.433408358,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2220,0.452041258386729,0.15751188826262533,0.006480458502889416,0.49144758330827043,0.49144758330827043,0.2633019041446661,0.18417466566120683,0.2706839723899917,0.2588250876017684,0.5642213625755462,0.0055336992824073575,0.7717659038820708,3475903.73157103,430307.290946832,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2221,0.6876452894428503,0.03736497130179135,0.0025152492299037607,0.4814095764592667,0.4814095764592667,0.08210734900844445,0.003954577630580678,0.02834549638756313,0.2589979743839566,0.5643644063618988,0.0008062484222265865,0.7170720899908931,3684980.86052736,582471.939957028,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2222,0.5835701908028703,0.37085556150219207,0.0010231844633816101,0.49710128573362655,0.49710128573362655,0.15725376750618006,0.1463193723314851,0.24723822461412515,0.2589837649721808,0.5648776543155314,0.005066258894251568,0.7077364464712113,3426804.58017401,478970.017799371,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2223,0.5124968419946028,0.22553572994588192,0.0,0.5555775282458879,0.5555775282458879,0.11246812462021592,0.04745493156696813,0.02376752667893523,0.25901708260461903,0.5658746433658591,0.0015550663128740406,0.3712914432078498,3446709.4851514,484225.890047192,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2224,0.4612230425029371,0.8247979077313458,0.0002918931694682928,0.5350073812039764,0.5350073812039764,0.003982791763849658,0.0,0.06945778591262083,0.2590165988534625,0.5659044689750359,0.002408788883650287,0.41210138235552085,3492751.72801549,559477.282331276,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2225,0.12546483084112275,0.10259990689371713,4.295636133790353e-05,0.48289618696113645,0.48289618696113645,0.2036924882922982,0.2618396413219327,0.05984075814288937,0.2590018067472365,0.566924761101683,0.0025700756459710408,0.6631866154834378,3667015.92923233,553641.999258501,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2226,0.9907269940366668,0.13635189749129367,0.0009580649248627372,0.4959432110041863,0.4959432110041863,0.11618797421849947,0.4895537022361598,0.137711972909986,0.2591337911821979,0.5659108126052528,0.0027615005797272146,0.2921695397431648,3674569.67960184,568363.483901098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2227,0.9271331584631999,0.002309918869574161,0.0008978950549610363,0.4957366681591326,0.4957366681591326,0.668379430653715,0.08842704345539881,0.034963422915649106,0.259000862670808,0.5639938983134413,0.0007998256695789837,0.7222685805023938,3514531.31621568,375779.828451928,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2228,0.1748655516293609,0.7619110064576092,0.013324957378853529,0.48456070511434013,0.48456070511434013,0.702153706740728,0.18924213201311324,0.053066464176674766,0.25788219710013105,0.5631921684092055,0.0010460905015279743,0.8087293463491703,3535552.42336661,528468.949587352,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2229,0.6129552826436012,0.3012733677509671,0.0037608268547975813,0.4892171222126535,0.4892171222126535,0.3598014866831212,0.24126165424032403,0.11036358387177755,0.2590219437828252,0.5624254818274604,0.0022934567780310104,0.5253354031172395,3605359.34544916,599290.692909466,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2230,0.3825943035517182,0.4235069186328121,0.005946885242839652,0.489955700326578,0.489955700326578,0.05177100958283699,0.13841021707032372,0.2102211098424679,0.2589305784689544,0.5633778473638821,0.0044434534068019975,0.7712056408294417,3392468.35586488,503766.618636322,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2231,0.4626255784024644,0.2019249273221862,0.00047615831163688943,0.49924906554499904,0.49924906554499904,0.13115924304158533,0.021296052008705896,0.11922402821708579,0.25883606764897543,0.5644493006895406,0.0031375084030638174,0.7545801251060573,3593208.92166712,587079.561090572,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2232,0.40549132629444373,0.06038826590367602,0.00142030321506231,0.4965165323609149,0.4965165323609149,0.3399280059397989,0.5473483976496255,0.05630847506539447,0.25899864392981437,0.5640540043584076,0.0012817147903817262,0.7035211076431892,3683586.76688327,508050.862555697,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
